transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label
T3412,U1193,50000.0,Transfer,NetBanking,Android,Chennai,11,2,4,14462.26,0,0.341,5,1
T3413,U3018,8089.41,Withdrawal,Wallet,Android,Hyderabad,1690,17,3,10645.32,0,0.379,5,0
T3414,U9828,9761.74,Withdrawal,UPI,iOS,Hyderabad,258,13,3,9064.38,0,0.244,1,0
T3415,U2905,7741.15,Transfer,Card,iOS,Hyderabad,1858,19,1,12458.69,0,0.179,1,0
T3416,U8394,13164.5,Withdrawal,UPI,iOS,Delhi,462,7,0,10997.68,0,0.161,4,0
T3417,U2180,8621.39,Payment,Wallet,Android,Chennai,1183,7,1,8987.68,0,0.593,4,0
T3418,U3665,5304.04,Payment,UPI,iOS,Hyderabad,990,20,0,4845.14,0,0.141,6,0
T3419,U2079,2179.37,Payment,UPI,iOS,Hyderabad,775,11,0,2688.79,0,0.748,3,0
T3420,U5737,22353.04,Withdrawal,Card,iOS,Hyderabad,771,18,1,15436.75,0,0.165,4,0
T3421,U4462,15148.19,Transfer,UPI,iOS,Chennai,442,14,0,22841.95,0,0.281,2,0
T3422,U9729,20707.31,Transfer,UPI,Android,Delhi,1527,11,0,22765.72,0,0.416,2,0
T3423,U1583,1397.4,Transfer,Wallet,Web,Bangalore,848,16,0,1371.61,0,0.216,2,0
T3424,U2848,6440.32,Payment,NetBanking,iOS,Delhi,397,14,0,8436.19,0,0.464,2,0
T3425,U9496,23981.68,Payment,Card,Android,Hyderabad,1643,7,0,27487.3,0,0.218,3,0
T3426,U8904,2495.73,Transfer,Card,Android,Chennai,182,11,0,3396.11,0,0.118,2,0
T3427,U6642,31323.58,Payment,NetBanking,Android,Mumbai,1418,20,0,23475.16,0,0.06,2,0
T3428,U3517,34639.93,Payment,UPI,Android,Delhi,544,12,0,29815.43,0,0.169,3,0
T3429,U7007,7611.57,Payment,NetBanking,iOS,Chennai,1748,14,0,6897.76,0,0.378,2,0
T3430,U4283,16723.89,Payment,UPI,Web,Delhi,1107,12,0,21326.76,1,0.272,5,0
T3431,U1411,37221.44,Payment,UPI,iOS,Hyderabad,1919,10,1,21187.38,0,0.276,3,0
T3432,U9712,5167.91,Payment,UPI,Android,Chennai,471,16,1,5375.34,0,0.313,1,0
T3433,U4324,13625.29,Payment,UPI,Android,Delhi,547,10,0,22942.95,0,0.132,2,0
T3434,U5502,19916.17,Transfer,NetBanking,iOS,Hyderabad,203,21,1,22144.24,0,0.179,2,0
T3435,U7006,4863.46,Payment,Wallet,iOS,Bangalore,302,12,1,3723.06,0,0.081,2,0
T3436,U5537,18178.29,Transfer,Card,iOS,Mumbai,1587,8,3,18083.06,0,0.32,4,0
T3437,U6259,50000.0,Transfer,Card,Android,Mumbai,1537,3,4,18814.93,0,0.95,8,1
T3438,U2219,20029.83,Payment,UPI,Android,Delhi,1691,7,0,18047.53,0,0.111,6,0
T3439,U4690,17266.76,Transfer,UPI,iOS,Delhi,982,14,0,23310.8,0,0.274,6,0
T3440,U4247,15875.29,Payment,NetBanking,iOS,Mumbai,1420,7,1,22192.06,0,0.135,3,0
T3441,U5530,25947.27,Payment,UPI,Android,Delhi,1645,8,0,21097.08,0,0.333,3,0
T3442,U1387,2939.88,Payment,Card,iOS,Hyderabad,1161,19,0,4263.49,0,0.088,2,0
T3443,U2819,20308.41,Payment,Card,Android,Mumbai,1326,7,0,20490.27,0,0.091,3,0
T3444,U1784,4584.53,Payment,Card,iOS,Chennai,1506,13,0,5738.38,0,0.205,2,0
T3445,U9106,18892.32,Payment,UPI,Android,Hyderabad,596,21,0,26499.95,0,0.077,6,0
T3446,U2330,10111.17,Payment,Card,Android,Delhi,1900,7,1,8777.04,0,0.174,3,0
T3447,U1025,2400.15,Payment,UPI,iOS,Chennai,944,9,0,2507.76,0,0.147,2,0
T3448,U9767,7586.44,Payment,Wallet,iOS,Bangalore,915,9,1,6475.13,0,0.138,4,0
T3449,U2625,5193.49,Transfer,UPI,iOS,Chennai,529,16,2,7258.81,0,0.418,3,0
T3450,U5967,11802.62,Withdrawal,Card,Web,Hyderabad,1045,12,0,26069.55,0,0.097,2,0
T3451,U8942,50000.0,Payment,Wallet,Android,Delhi,1560,4,2,17522.67,0,0.736,7,1
T3452,U2911,13605.1,Payment,UPI,iOS,Chennai,1735,17,1,17126.93,0,0.281,3,0
T3453,U5951,9119.01,Transfer,Wallet,Android,Chennai,910,21,2,12721.43,0,0.026,1,0
T3454,U8627,22508.46,Withdrawal,Card,Android,Chennai,1951,18,0,25586.01,0,0.219,3,0
T3455,U5699,3088.34,Payment,Wallet,Android,Mumbai,482,18,2,3980.0,1,0.077,2,0
T3456,U5256,988.66,Payment,NetBanking,Android,Bangalore,1082,21,1,1692.1,0,0.352,4,0
T3457,U9494,9026.97,Payment,UPI,Web,Delhi,1518,21,1,12720.2,0,0.273,3,0
T3458,U1139,5984.96,Withdrawal,NetBanking,iOS,Hyderabad,1005,13,2,7094.1,1,0.52,3,0
T3459,U6260,7331.92,Payment,NetBanking,iOS,Delhi,664,10,2,5012.41,0,0.337,3,0
T3460,U9932,5919.37,Payment,UPI,Android,Chennai,1895,19,0,5606.58,0,0.332,2,0
T3461,U3949,9944.38,Transfer,Wallet,Web,Chennai,880,10,0,11384.33,0,0.325,2,0
T3462,U1306,18166.48,Payment,UPI,iOS,Hyderabad,1810,15,1,16333.06,0,0.033,4,0
T3463,U3018,12440.78,Payment,Card,Android,Bangalore,1620,17,2,11495.64,0,0.352,4,0
T3464,U7329,24023.19,Transfer,NetBanking,iOS,Bangalore,444,17,2,21093.56,0,0.051,3,0
T3465,U4203,2114.47,Payment,UPI,iOS,Delhi,1610,12,0,1778.53,1,0.126,5,0
T3466,U9156,27442.91,Withdrawal,UPI,Android,Mumbai,180,13,1,27999.57,0,0.056,6,0
T3467,U5068,12747.73,Payment,Card,Android,Hyderabad,709,14,2,9939.27,0,0.37,7,0
T3468,U9189,25813.2,Transfer,NetBanking,Web,Chennai,1222,17,1,26187.71,0,0.085,3,0
T3469,U6344,8432.96,Payment,Wallet,Android,Mumbai,1741,18,0,8998.41,0,0.049,6,0
T3470,U6175,1144.23,Withdrawal,NetBanking,iOS,Mumbai,1391,16,0,1208.31,0,0.073,7,0
T3471,U5930,30449.18,Transfer,UPI,Android,Bangalore,802,14,2,19003.91,0,0.05,1,0
T3472,U2973,25188.0,Payment,NetBanking,iOS,Delhi,276,9,3,7809.11,1,0.811,6,1
T3473,U8259,13455.24,Transfer,NetBanking,Android,Chennai,1116,17,2,12390.44,0,0.276,1,0
T3474,U7729,1068.12,Payment,Wallet,Web,Hyderabad,1468,15,1,1046.4,0,0.414,5,0
T3475,U5211,5844.6,Payment,Wallet,Web,Delhi,1866,13,0,4688.16,1,0.4,5,0
T3476,U1016,4367.78,Withdrawal,NetBanking,Android,Chennai,701,21,0,4272.04,0,0.179,7,0
T3477,U8359,22314.85,Withdrawal,Card,iOS,Delhi,1593,18,0,23767.77,0,0.04,3,0
T3478,U5306,27321.54,Transfer,Wallet,Android,Chennai,822,7,0,24153.19,0,0.33,2,0
T3479,U3905,9398.31,Payment,Wallet,Android,Hyderabad,1047,12,0,11096.28,0,0.346,3,0
T3480,U4883,13037.21,Withdrawal,Card,Android,Mumbai,1113,16,1,16785.82,0,0.057,3,0
T3481,U1312,30439.68,Transfer,Card,Android,Delhi,271,0,0,13519.54,0,0.503,9,1
T3482,U3838,20341.93,Payment,Card,Web,Mumbai,678,8,0,23998.69,0,0.06,3,0
T3483,U9782,27614.78,Payment,Wallet,Android,Mumbai,1305,8,0,27650.48,0,0.068,6,0
T3484,U1421,10340.1,Payment,Wallet,Web,Hyderabad,1506,14,3,12830.77,0,0.131,2,0
T3485,U8315,1247.59,Payment,Card,Web,Delhi,1914,19,3,2276.77,0,0.367,1,0
T3486,U4442,20958.96,Payment,Wallet,Web,Bangalore,1803,12,0,18331.18,0,0.2,2,0
T3487,U9626,27438.94,Payment,NetBanking,Android,Bangalore,980,7,0,29454.69,0,0.083,3,0
T3488,U7640,12213.97,Payment,NetBanking,Web,Chennai,959,11,0,16275.87,0,0.372,2,0
T3489,U9784,1510.13,Transfer,Wallet,Web,Hyderabad,188,21,3,1886.32,0,0.026,5,0
T3490,U7245,3612.03,Payment,Wallet,Web,Hyderabad,1361,9,0,3093.9,0,0.159,3,0
T3491,U1813,14517.1,Payment,NetBanking,Android,Mumbai,1905,8,1,10796.27,0,0.018,7,0
T3492,U7699,7130.68,Payment,NetBanking,Android,Delhi,1461,15,1,11598.93,0,0.187,2,0
T3493,U8907,29394.09,Payment,UPI,Web,Hyderabad,1669,10,1,29922.87,0,0.057,2,0
T3494,U5402,18905.58,Transfer,NetBanking,iOS,Mumbai,740,14,1,23741.41,0,0.277,4,0
T3495,U8254,21941.7,Withdrawal,Card,Android,Hyderabad,1437,16,1,16940.29,0,0.36,2,0
T3496,U5511,982.94,Payment,UPI,Android,Mumbai,1301,17,0,891.7,0,0.205,2,0
T3497,U7142,6937.93,Payment,Wallet,iOS,Mumbai,1622,14,0,4732.08,0,0.239,5,0
T3498,U1113,8881.19,Payment,Card,Android,Chennai,1123,15,0,8925.68,0,0.414,2,0
T3499,U9853,7476.39,Payment,Wallet,Web,Bangalore,557,11,0,13358.97,1,0.397,1,0
T3500,U2626,16402.13,Transfer,UPI,iOS,Hyderabad,891,17,0,22822.19,1,0.184,5,0
T3501,U6682,8483.99,Payment,NetBanking,Android,Delhi,567,14,2,4421.63,0,0.124,4,0
T3502,U8075,23989.3,Payment,NetBanking,Android,Mumbai,1395,13,0,23797.16,0,0.062,1,0
T3503,U2226,11701.67,Transfer,UPI,iOS,Chennai,549,11,0,12761.91,0,0.244,6,0
T3504,U3441,10436.63,Payment,Card,Android,Mumbai,985,14,2,6963.71,0,0.111,5,0
T3505,U5841,4736.58,Transfer,UPI,Web,Mumbai,1282,14,0,4911.55,0,0.135,3,0
T3506,U9785,31107.08,Payment,UPI,iOS,Delhi,365,11,1,29508.14,0,0.222,5,0
T3507,U8796,7762.39,Payment,Wallet,Android,Chennai,909,15,1,5835.8,0,0.315,1,0
T3508,U9425,22988.61,Transfer,Card,Android,Delhi,1488,12,3,26072.15,0,0.114,1,0
T3509,U8153,10396.79,Payment,UPI,Web,Delhi,904,19,1,9308.02,1,0.159,2,0
T3510,U5832,17641.33,Transfer,UPI,iOS,Hyderabad,435,11,3,14616.55,0,0.149,3,0
T3511,U3292,1449.9,Payment,UPI,Android,Mumbai,1129,13,0,2070.11,0,0.138,7,0
T3512,U5144,694.7,Payment,NetBanking,Android,Hyderabad,580,13,0,940.89,1,0.185,6,0
T3513,U8355,50000.0,Payment,NetBanking,iOS,Delhi,44,3,1,12723.36,1,0.658,9,1
T3514,U8948,10454.76,Transfer,Card,iOS,Hyderabad,446,20,0,10903.69,0,0.598,2,0
T3515,U7014,22312.07,Transfer,Wallet,iOS,Chennai,695,19,0,26719.47,0,0.21,3,0
T3516,U3759,17702.69,Payment,UPI,iOS,Hyderabad,1855,8,0,14174.07,0,0.248,4,0
T3517,U8266,10267.62,Transfer,UPI,iOS,Delhi,1348,13,0,13496.88,0,0.05,2,0
T3518,U1471,34571.22,Withdrawal,Card,Android,Hyderabad,1151,14,0,24931.01,0,0.17,2,0
T3519,U2110,3122.88,Payment,Card,Android,Hyderabad,1352,20,1,4287.05,0,0.031,4,0
T3520,U9603,13130.26,Payment,Card,Android,Mumbai,1867,19,0,10829.05,1,0.056,4,0
T3521,U1708,14857.37,Payment,UPI,Android,Bangalore,988,7,0,17777.29,0,0.154,3,0
T3522,U4044,22656.51,Payment,NetBanking,Web,Delhi,183,11,1,20095.14,0,0.081,9,0
T3523,U5583,18590.47,Payment,NetBanking,Web,Bangalore,333,11,1,27274.27,0,0.079,5,0
T3524,U1487,25047.12,Payment,NetBanking,Web,Hyderabad,91,20,0,8607.29,0,0.885,2,1
T3525,U1195,24704.75,Payment,UPI,iOS,Chennai,1525,14,0,26011.68,0,0.246,5,0
T3526,U5335,11139.69,Payment,Wallet,Android,Mumbai,1177,20,2,10872.11,0,0.21,5,0
T3527,U8721,24899.34,Transfer,Card,iOS,Hyderabad,1500,10,1,28433.16,0,0.392,4,0
T3528,U8057,8416.37,Payment,Card,iOS,Delhi,1967,19,0,7910.7,0,0.224,2,0
T3529,U9973,22883.36,Transfer,NetBanking,iOS,Delhi,1501,20,1,23622.81,0,0.048,2,0
T3530,U4794,23880.89,Transfer,NetBanking,iOS,Mumbai,1300,19,1,28135.45,0,0.082,2,0
T3531,U7952,2319.51,Payment,NetBanking,iOS,Chennai,505,19,0,3324.69,0,0.296,2,0
T3532,U8277,2035.15,Withdrawal,UPI,iOS,Mumbai,1543,12,0,2576.11,0,0.425,2,0
T3533,U7595,14020.87,Withdrawal,UPI,Android,Hyderabad,198,15,0,24200.15,0,0.141,1,0
T3534,U1191,8360.88,Transfer,Wallet,iOS,Mumbai,1791,21,0,5784.32,0,0.6,3,0
T3535,U9028,1055.68,Payment,UPI,Android,Chennai,276,18,1,1027.76,0,0.057,4,0
T3536,U8379,6348.04,Withdrawal,UPI,Web,Delhi,875,8,0,7859.58,0,0.508,1,0
T3537,U8117,15479.18,Payment,Card,iOS,Chennai,828,20,0,19322.33,0,0.054,3,0
T3538,U1386,17609.33,Payment,Card,Web,Bangalore,1112,12,0,17450.64,0,0.099,5,0
T3539,U5078,13528.2,Payment,Card,iOS,Hyderabad,435,8,0,16214.14,0,0.231,1,0
T3540,U3914,12900.58,Payment,UPI,Web,Hyderabad,310,19,1,11681.62,0,0.268,6,0
T3541,U9439,12428.72,Payment,NetBanking,Android,Mumbai,647,7,0,14306.49,0,0.112,5,0
T3542,U4959,21814.18,Transfer,NetBanking,iOS,Mumbai,211,10,1,16332.01,0,0.116,2,0
T3543,U3112,34609.68,Payment,Card,Android,Bangalore,1123,12,0,28723.19,0,0.272,5,0
T3544,U9650,4066.02,Payment,NetBanking,iOS,Hyderabad,1570,19,1,3351.39,1,0.103,4,0
T3545,U9811,32667.22,Transfer,Card,iOS,Mumbai,276,10,0,29064.26,0,0.118,2,0
T3546,U9073,23084.79,Payment,UPI,Web,Chennai,1907,14,0,28761.79,0,0.216,1,0
T3547,U4160,8829.97,Transfer,Card,Web,Mumbai,1364,13,0,7303.61,0,0.141,7,0
T3548,U1783,5731.36,Transfer,NetBanking,iOS,Hyderabad,192,14,0,4933.71,0,0.161,2,0
T3549,U7915,2014.05,Payment,Card,Web,Bangalore,1613,15,0,2239.27,0,0.121,2,0
T3550,U9304,19796.12,Transfer,Card,Android,Delhi,1400,12,0,16848.71,0,0.205,2,0
T3551,U7762,5966.64,Withdrawal,UPI,Android,Chennai,934,9,2,5506.52,0,0.15,4,0
T3552,U5144,3206.61,Withdrawal,Card,Android,Chennai,617,19,2,3344.88,0,0.483,2,0
T3553,U3915,26484.9,Withdrawal,Wallet,Web,Bangalore,1045,10,1,17485.84,1,0.093,2,0
T3554,U1631,5422.42,Payment,Card,Web,Hyderabad,1123,10,1,3944.28,0,0.151,9,0
T3555,U2848,29771.81,Payment,Card,Web,Bangalore,1719,10,1,25251.91,0,0.14,3,0
T3556,U7822,21268.46,Payment,UPI,Android,Hyderabad,1820,16,0,27655.03,0,0.255,6,0
T3557,U7174,8359.09,Payment,Wallet,Android,Hyderabad,1406,9,2,11155.8,1,0.052,4,0
T3558,U8970,17667.02,Payment,Card,iOS,Mumbai,1914,14,2,22500.26,1,0.102,2,0
T3559,U6595,17857.33,Withdrawal,UPI,iOS,Hyderabad,1586,11,0,19785.36,0,0.057,2,0
T3560,U4760,14974.27,Payment,Card,Android,Delhi,1249,18,0,13002.69,0,0.191,1,0
T3561,U4800,404.19,Payment,Card,Web,Delhi,718,17,0,285.73,0,0.055,1,0
T3562,U4985,10052.77,Transfer,Card,Web,Mumbai,1201,21,1,9190.98,0,0.232,3,0
T3563,U5458,16123.08,Transfer,NetBanking,Android,Delhi,669,14,0,15706.1,0,0.389,6,0
T3564,U2174,15885.08,Withdrawal,Wallet,Web,Mumbai,1095,18,0,21922.8,0,0.232,3,0
T3565,U9502,2862.15,Payment,Card,Android,Mumbai,1804,9,1,3091.98,0,0.074,5,0
T3566,U8553,13379.25,Payment,Card,Android,Delhi,1552,18,2,11310.46,0,0.261,3,0
T3567,U7020,15303.25,Payment,Wallet,iOS,Delhi,1765,16,0,12241.78,0,0.211,4,0
T3568,U3953,21826.89,Transfer,UPI,Android,Hyderabad,1210,13,0,24878.05,0,0.236,1,0
T3569,U6045,24496.28,Transfer,UPI,iOS,Mumbai,660,16,0,25129.7,0,0.091,3,0
T3570,U8154,20000.55,Withdrawal,Card,Android,Hyderabad,956,10,1,24246.34,0,0.134,1,0
T3571,U8474,17838.65,Transfer,Wallet,Android,Delhi,1395,12,0,15638.7,0,0.067,3,0
T3572,U8695,544.04,Transfer,UPI,Android,Mumbai,471,21,0,454.79,0,0.309,2,0
T3573,U3874,17434.03,Transfer,Card,Web,Hyderabad,856,15,4,15695.92,1,0.166,3,0
T3574,U4008,4782.05,Payment,Wallet,iOS,Hyderabad,1978,17,0,5197.64,0,0.173,4,0
T3575,U6932,13576.67,Transfer,NetBanking,iOS,Chennai,482,21,0,12371.04,0,0.551,5,0
T3576,U1550,14847.48,Payment,Card,iOS,Bangalore,1869,8,0,11216.95,0,0.168,3,0
T3577,U3470,12704.68,Transfer,NetBanking,iOS,Chennai,1144,13,3,19147.46,1,0.118,6,0
T3578,U3802,11216.56,Payment,UPI,Android,Bangalore,1907,18,0,16581.42,0,0.115,3,0
T3579,U9476,17351.48,Transfer,Card,iOS,Chennai,552,21,0,19401.42,0,0.118,3,0
T3580,U2105,7554.48,Payment,Wallet,Android,Chennai,1521,20,0,7148.82,0,0.156,1,0
T3581,U2914,28560.97,Transfer,NetBanking,iOS,Bangalore,1837,18,1,22599.61,0,0.128,7,0
T3582,U5721,21894.39,Transfer,Card,Android,Chennai,1990,9,1,29940.44,0,0.433,3,0
T3583,U1352,43264.3,Transfer,Wallet,Android,Hyderabad,230,23,0,11261.4,1,0.817,4,1
T3584,U5410,19085.11,Payment,UPI,Android,Chennai,1498,10,1,23273.77,0,0.297,5,0
T3585,U6004,11372.12,Payment,UPI,iOS,Delhi,1144,10,1,15596.58,0,0.304,7,0
T3586,U4429,15003.4,Transfer,Card,iOS,Hyderabad,1426,17,0,15062.04,0,0.147,2,0
T3587,U2737,14387.29,Payment,NetBanking,Android,Delhi,869,10,0,21104.97,0,0.191,1,0
T3588,U3430,15663.27,Payment,NetBanking,Android,Chennai,1514,7,0,15662.08,1,0.18,2,0
T3589,U1628,8484.38,Payment,NetBanking,Android,Chennai,297,11,1,10502.17,0,0.349,5,0
T3590,U3175,26186.52,Transfer,UPI,Android,Bangalore,829,17,0,27394.55,0,0.531,5,0
T3591,U5967,7957.51,Transfer,NetBanking,iOS,Bangalore,1341,17,1,5687.3,0,0.248,4,0
T3592,U6949,12168.26,Payment,UPI,iOS,Bangalore,1766,12,0,8168.48,0,0.213,2,0
T3593,U8452,22046.16,Payment,NetBanking,Android,Hyderabad,1672,13,0,25671.48,0,0.245,6,0
T3594,U2813,43838.15,Payment,UPI,Web,Bangalore,1787,15,0,24161.25,0,0.261,4,0
T3595,U7835,18423.71,Transfer,Card,iOS,Delhi,1261,8,1,19498.5,0,0.149,7,0
T3596,U4536,15718.46,Payment,Card,iOS,Hyderabad,1143,16,0,17086.68,0,0.385,3,0
T3597,U1901,25355.95,Payment,Card,Android,Mumbai,399,21,0,25512.29,0,0.166,4,0
T3598,U5983,1717.5,Transfer,Card,iOS,Hyderabad,27,22,3,690.4,0,0.814,9,1
T3599,U2360,16287.21,Withdrawal,UPI,Web,Mumbai,935,7,1,22058.54,0,0.142,3,0
T3600,U8670,2783.23,Payment,UPI,iOS,Hyderabad,1577,9,1,4734.89,0,0.127,2,0
T3601,U4718,11820.01,Withdrawal,Wallet,Web,Mumbai,1326,19,3,15371.94,0,0.417,1,0
T3602,U8776,18767.75,Payment,Card,iOS,Hyderabad,1908,18,0,10560.28,0,0.304,2,0
T3603,U8402,5155.36,Payment,Wallet,Android,Delhi,1185,12,0,3953.19,0,0.4,5,0
T3604,U9969,16778.23,Payment,NetBanking,iOS,Hyderabad,1805,7,2,20509.81,0,0.165,7,0
T3605,U4258,6430.11,Transfer,Card,iOS,Mumbai,1675,17,1,7476.27,0,0.205,4,0
T3606,U5658,10548.09,Transfer,NetBanking,iOS,Hyderabad,1924,7,2,9909.74,0,0.053,1,0
T3607,U5200,3911.03,Withdrawal,NetBanking,Android,Mumbai,1524,19,1,5465.6,0,0.352,1,0
T3608,U4424,14493.38,Payment,NetBanking,iOS,Mumbai,1101,16,0,13855.84,0,0.166,4,0
T3609,U6394,28024.51,Payment,NetBanking,iOS,Mumbai,995,11,1,24504.32,0,0.159,4,0
T3610,U8473,1483.47,Withdrawal,Card,iOS,Delhi,1874,16,0,1667.96,0,0.211,5,0
T3611,U6647,50000.0,Payment,Card,Web,Chennai,153,18,1,10984.57,0,0.649,8,1
T3612,U1906,24834.27,Transfer,UPI,Android,Chennai,1277,11,0,24590.36,0,0.198,4,0
T3613,U1013,8007.2,Withdrawal,Wallet,Android,Bangalore,1248,11,0,12454.09,0,0.298,5,0
T3614,U9435,16002.22,Payment,UPI,Android,Hyderabad,1363,7,0,26653.71,0,0.189,6,0
T3615,U8205,7497.1,Transfer,Card,iOS,Bangalore,695,17,2,9659.96,1,0.134,1,0
T3616,U5055,25611.67,Transfer,Card,Android,Bangalore,1942,17,0,24348.08,0,0.329,3,0
T3617,U6217,17461.1,Transfer,UPI,iOS,Mumbai,1568,17,0,21819.8,0,0.144,3,0
T3618,U6711,19650.02,Payment,NetBanking,Android,Mumbai,1389,9,1,20848.41,0,0.079,2,0
T3619,U5616,34139.04,Payment,Card,Android,Hyderabad,1032,14,2,24119.14,0,0.221,3,0
T3620,U2255,12400.59,Payment,NetBanking,iOS,Mumbai,318,19,0,22619.43,0,0.381,2,0
T3621,U6641,45244.08,Payment,Wallet,Android,Mumbai,581,14,0,25098.15,0,0.28,1,0
T3622,U8990,20812.98,Transfer,Wallet,Android,Bangalore,1115,11,1,21748.6,0,0.105,4,0
T3623,U3984,13577.6,Transfer,UPI,Android,Delhi,355,19,0,21681.68,0,0.189,2,0
T3624,U1726,29872.92,Transfer,Wallet,Android,Bangalore,791,7,1,23316.57,0,0.407,5,0
T3625,U2971,33307.35,Payment,UPI,Android,Bangalore,1536,17,0,23995.74,0,0.022,3,0
T3626,U1200,1602.88,Payment,Card,Android,Delhi,248,16,1,1512.64,1,0.454,2,0
T3627,U5014,9599.11,Withdrawal,Card,Android,Mumbai,536,17,1,12044.21,0,0.208,3,0
T3628,U8510,13029.95,Withdrawal,Card,iOS,Chennai,1778,12,0,14671.2,0,0.431,4,0
T3629,U9214,18267.52,Transfer,Card,Android,Mumbai,1225,19,0,15154.79,1,0.358,1,0
T3630,U4527,28763.49,Payment,Card,Android,Mumbai,1019,4,2,9388.96,0,0.972,7,1
T3631,U1652,17570.89,Payment,Card,iOS,Mumbai,728,18,1,12411.23,0,0.418,6,0
T3632,U8135,976.67,Transfer,NetBanking,Android,Chennai,854,9,0,790.6,0,0.346,5,0
T3633,U9220,28018.13,Payment,NetBanking,iOS,Bangalore,216,19,0,25771.62,0,0.066,2,0
T3634,U9222,7319.9,Payment,Card,Web,Mumbai,633,10,0,14647.76,0,0.666,3,0
T3635,U1581,1935.96,Payment,NetBanking,Android,Delhi,1021,9,2,2516.78,0,0.296,9,0
T3636,U7152,18769.49,Withdrawal,Wallet,iOS,Chennai,1381,11,1,17109.53,0,0.188,3,0
T3637,U2668,20531.49,Payment,UPI,Android,Bangalore,493,20,0,18663.4,0,0.17,4,0
T3638,U4479,5409.82,Payment,Card,Android,Mumbai,1515,19,1,4411.35,0,0.132,7,0
T3639,U3292,7443.2,Transfer,NetBanking,iOS,Chennai,1113,9,0,5313.06,0,0.199,3,0
T3640,U4792,14356.7,Payment,Wallet,iOS,Delhi,1057,7,0,9481.24,0,0.411,4,0
T3641,U6688,31069.06,Payment,NetBanking,Web,Mumbai,715,14,1,20144.62,0,0.282,6,0
T3642,U6539,8721.73,Payment,Card,Android,Hyderabad,1017,12,4,2685.61,1,0.621,5,1
T3643,U7637,25441.17,Transfer,NetBanking,Android,Hyderabad,1223,7,0,21401.81,0,0.02,2,0
T3644,U8984,5176.52,Withdrawal,Card,Android,Chennai,1838,8,0,8296.8,0,0.081,3,0
T3645,U3808,4141.99,Withdrawal,Card,iOS,Chennai,621,12,0,3695.89,0,0.058,2,0
T3646,U8403,8236.1,Payment,Card,Web,Mumbai,868,17,3,13319.0,0,0.341,3,0
T3647,U8588,22480.53,Transfer,UPI,iOS,Hyderabad,1700,7,1,21815.5,1,0.015,2,0
T3648,U4049,10792.07,Payment,NetBanking,Android,Delhi,933,15,0,10334.26,0,0.243,7,0
T3649,U2884,50000.0,Transfer,Wallet,Web,Delhi,44,21,4,19249.97,0,0.78,7,1
T3650,U9253,12329.52,Payment,Wallet,iOS,Bangalore,969,17,0,10600.72,0,0.208,3,0
T3651,U7698,1677.48,Payment,NetBanking,Android,Hyderabad,1992,12,1,1211.27,0,0.242,2,0
T3652,U4213,4680.47,Payment,NetBanking,Android,Bangalore,980,14,0,4661.44,0,0.518,2,0
T3653,U7962,4955.92,Payment,UPI,Android,Chennai,453,18,3,5816.59,0,0.167,1,0
T3654,U8419,8792.35,Payment,UPI,iOS,Hyderabad,1006,9,0,8053.21,0,0.27,1,0
T3655,U9631,29694.64,Withdrawal,Wallet,Android,Bangalore,1848,11,0,23555.62,0,0.059,1,0
T3656,U1399,23235.65,Payment,Card,iOS,Hyderabad,1414,11,2,29869.53,0,0.191,1,0
T3657,U6139,3648.09,Payment,UPI,Android,Bangalore,525,14,0,6098.16,0,0.149,1,0
T3658,U8498,21256.04,Payment,NetBanking,Android,Mumbai,1678,9,2,14624.22,0,0.734,8,1
T3659,U8968,4274.72,Withdrawal,NetBanking,Android,Bangalore,1302,8,0,5284.48,0,0.405,3,0
T3660,U3109,3546.24,Withdrawal,Wallet,Android,Mumbai,1988,11,1,2697.79,0,0.184,2,0
T3661,U9163,28153.38,Withdrawal,NetBanking,Android,Mumbai,1219,21,0,25053.13,0,0.093,5,0
T3662,U4166,7925.63,Payment,Wallet,Android,Chennai,1725,11,2,8253.48,0,0.023,4,0
T3663,U5818,10668.23,Transfer,Card,iOS,Chennai,1481,8,1,15446.87,0,0.115,4,0
T3664,U4135,22401.13,Transfer,UPI,Web,Delhi,681,8,2,21545.95,0,0.119,2,0
T3665,U7256,830.36,Transfer,NetBanking,iOS,Delhi,320,9,0,1255.07,0,0.116,1,0
T3666,U3311,17332.81,Payment,NetBanking,Android,Bangalore,185,7,0,14580.98,0,0.042,1,0
T3667,U2587,37605.57,Transfer,NetBanking,iOS,Hyderabad,190,17,0,26567.23,0,0.129,4,0
T3668,U6586,22994.26,Transfer,NetBanking,iOS,Bangalore,805,15,0,19650.86,0,0.369,2,0
T3669,U1688,1636.42,Transfer,UPI,Android,Chennai,455,15,1,1602.73,1,0.127,3,0
T3670,U3798,30519.47,Withdrawal,Card,Android,Chennai,641,21,1,27238.03,0,0.272,4,0
T3671,U8392,18644.86,Payment,NetBanking,iOS,Mumbai,1838,11,1,17435.55,0,0.127,2,0
T3672,U3656,4553.41,Payment,NetBanking,iOS,Delhi,794,13,1,4945.51,0,0.312,4,0
T3673,U6403,9762.03,Payment,UPI,Android,Bangalore,1898,16,0,10834.72,0,0.062,2,0
T3674,U7228,6429.64,Payment,Card,Web,Chennai,719,19,0,7526.43,1,0.438,4,0
